,Zeit,Temperatur,Druck,Luftfeuchtigkeit
957,2020/02/29 - 10:19:15,18.9,990.0,42.8
958,2020/02/29 - 10:19:20,18.9,990.0,42.8
959,2020/02/29 - 10:19:25,18.9,990.0,42.8
960,2020/02/29 - 10:19:30,18.9,990.0,42.8
961,2020/02/29 - 10:19:35,18.8,990.0,42.8
962,2020/02/29 - 10:19:40,18.8,990.0,42.8
963,2020/02/29 - 10:19:45,18.8,990.0,42.8
964,2020/02/29 - 10:19:50,18.8,990.0,42.8
965,2020/02/29 - 10:19:55,18.9,990.0,42.8
966,2020/02/29 - 10:20:00,18.9,990.0,42.7
967,2020/02/29 - 10:20:05,18.9,990.0,42.7
968,2020/02/29 - 10:20:10,18.8,990.0,42.7
969,2020/02/29 - 10:20:15,18.8,990.0,42.7
970,2020/02/29 - 10:20:20,18.9,990.0,42.7
971,2020/02/29 - 10:20:25,18.8,990.0,42.7
972,2020/02/29 - 10:20:30,18.8,990.0,42.8
973,2020/02/29 - 10:20:35,18.8,990.0,42.8
974,2020/02/29 - 10:20:40,18.8,990.0,42.9
975,2020/02/29 - 10:20:45,18.8,990.0,42.9
976,2020/02/29 - 10:20:50,18.8,990.0,42.9
977,2020/02/29 - 10:20:55,18.8,990.0,42.9
978,2020/02/29 - 10:21:00,18.8,990.0,42.9
979,2020/02/29 - 10:21:05,18.8,990.0,43.0
980,2020/02/29 - 10:21:10,18.8,990.0,43.0
981,2020/02/29 - 10:21:15,18.7,990.0,43.0
982,2020/02/29 - 10:21:20,18.7,990.0,43.0
983,2020/02/29 - 10:21:25,18.7,990.0,43.0
984,2020/02/29 - 10:21:30,18.7,990.0,43.0
985,2020/02/29 - 10:21:35,18.7,990.0,43.0
986,2020/02/29 - 10:21:40,18.7,990.0,43.0
987,2020/02/29 - 10:21:45,18.7,990.0,43.0
988,2020/02/29 - 10:21:50,18.7,990.0,43.1
989,2020/02/29 - 10:21:55,18.7,990.0,43.0
990,2020/02/29 - 10:22:00,18.7,990.0,43.1
991,2020/02/29 - 10:22:05,18.7,990.0,43.1
992,2020/02/29 - 10:22:10,18.8,990.0,43.0
993,2020/02/29 - 10:22:15,18.7,990.0,43.1
994,2020/02/29 - 10:22:20,18.7,990.0,43.1
995,2020/02/29 - 10:22:25,18.7,990.0,43.1
996,2020/02/29 - 10:22:30,18.8,990.0,43.1
997,2020/02/29 - 10:22:35,18.8,990.0,43.1
998,2020/02/29 - 10:22:40,18.8,990.0,43.1
999,2020/02/29 - 10:22:45,18.8,990.0,43.1
1000,2020/02/29 - 10:22:50,18.8,990.0,43.1
1001,2020/02/29 - 10:22:55,18.8,990.0,43.0
1002,2020/02/29 - 10:23:00,18.8,990.0,43.0
1003,2020/02/29 - 10:23:05,18.8,990.0,43.0
1004,2020/02/29 - 10:23:10,18.8,990.0,43.0
1005,2020/02/29 - 10:23:15,18.8,990.0,43.0
1006,2020/02/29 - 10:23:20,18.8,990.0,42.9
1007,2020/02/29 - 10:23:25,18.8,990.0,42.9
1008,2020/02/29 - 10:23:30,18.8,990.0,43.0
1009,2020/02/29 - 10:23:35,18.8,990.0,43.0
1010,2020/02/29 - 10:23:40,18.8,990.0,43.0
1011,2020/02/29 - 10:23:45,18.8,990.0,43.0
1012,2020/02/29 - 10:23:50,18.7,990.0,43.2
1013,2020/02/29 - 10:23:55,18.8,990.0,43.3
1014,2020/02/29 - 10:24:00,18.9,990.0,43.2
1015,2020/02/29 - 10:24:05,18.9,990.0,43.1
1016,2020/02/29 - 10:24:10,18.9,990.0,43.0
1017,2020/02/29 - 10:24:15,18.9,990.0,42.9
1018,2020/02/29 - 10:24:20,18.9,990.0,42.9
1019,2020/02/29 - 10:24:25,19.0,990.0,42.9
1020,2020/02/29 - 10:24:30,19.0,990.0,42.9
1021,2020/02/29 - 10:24:35,19.1,990.0,42.9
1022,2020/02/29 - 10:24:40,19.1,990.0,42.8
1023,2020/02/29 - 10:24:45,19.1,990.0,42.7
1024,2020/02/29 - 10:24:50,19.1,990.0,42.6
1025,2020/02/29 - 10:24:55,19.1,990.0,42.6
1026,2020/02/29 - 10:25:00,19.1,990.0,42.6
1027,2020/02/29 - 10:25:05,19.1,990.0,42.6
1028,2020/02/29 - 10:25:10,19.0,990.0,42.6
1029,2020/02/29 - 10:25:15,19.0,990.0,42.6
1030,2020/02/29 - 10:25:20,19.0,990.0,42.6
1031,2020/02/29 - 10:25:25,19.1,990.0,42.6
1032,2020/02/29 - 10:25:30,19.1,990.0,42.6
1033,2020/02/29 - 10:25:35,19.0,990.0,42.6
1034,2020/02/29 - 10:25:40,19.0,990.0,42.6
1035,2020/02/29 - 10:25:45,19.0,990.0,42.6
1036,2020/02/29 - 10:25:50,19.0,990.0,42.6
1037,2020/02/29 - 10:25:55,19.0,990.0,42.6
1038,2020/02/29 - 10:26:00,19.0,990.0,42.7
1039,2020/02/29 - 10:26:05,19.0,990.0,42.8
1040,2020/02/29 - 10:26:10,18.9,990.0,42.8
1041,2020/02/29 - 10:26:15,18.9,990.0,42.8
1042,2020/02/29 - 10:26:20,18.9,990.0,42.8
1043,2020/02/29 - 10:26:25,18.9,990.0,42.8
1044,2020/02/29 - 10:26:30,18.9,990.0,42.8
1045,2020/02/29 - 10:26:35,19.0,990.0,43.1
1046,2020/02/29 - 10:26:40,19.0,990.0,42.9
1047,2020/02/29 - 10:26:45,18.9,990.0,42.9
1048,2020/02/29 - 10:26:50,18.9,990.0,42.9
1049,2020/02/29 - 10:26:55,18.9,990.0,42.9
1050,2020/02/29 - 10:27:00,18.9,990.0,42.9
1051,2020/02/29 - 10:27:05,18.9,990.0,43.0
1052,2020/02/29 - 10:27:10,18.9,990.0,43.0
1053,2020/02/29 - 10:27:15,18.9,990.0,43.0
1054,2020/02/29 - 10:27:20,18.9,990.0,43.0
1055,2020/02/29 - 10:27:25,18.8,990.0,43.1
1056,2020/02/29 - 10:27:30,18.8,990.0,43.1
1057,2020/02/29 - 10:27:35,18.8,990.0,43.2
1058,2020/02/29 - 10:27:40,18.8,990.0,43.2
1059,2020/02/29 - 10:27:45,18.8,990.0,43.2
1060,2020/02/29 - 10:27:50,18.8,990.0,43.1
1061,2020/02/29 - 10:27:55,18.8,990.0,43.1
1062,2020/02/29 - 10:28:00,18.8,990.0,43.2
1063,2020/02/29 - 10:28:05,18.8,990.0,43.2
1064,2020/02/29 - 10:28:10,18.8,990.0,43.2
1065,2020/02/29 - 10:28:15,18.8,990.0,43.3
1066,2020/02/29 - 10:28:20,18.8,990.0,43.3
1067,2020/02/29 - 10:28:25,18.8,990.0,43.5
1068,2020/02/29 - 10:28:30,18.9,990.0,43.5
1069,2020/02/29 - 10:28:35,18.9,990.0,43.4
1070,2020/02/29 - 10:28:40,18.9,990.0,43.4
1071,2020/02/29 - 10:28:45,18.9,990.0,43.3
1072,2020/02/29 - 10:28:50,18.9,990.0,43.3
1073,2020/02/29 - 10:28:55,18.9,990.0,43.2
1074,2020/02/29 - 10:29:00,18.9,990.0,43.2
1075,2020/02/29 - 10:29:05,18.9,990.0,43.2
1076,2020/02/29 - 10:29:10,18.9,990.0,43.2
1077,2020/02/29 - 10:29:15,18.9,990.0,43.2
1078,2020/02/29 - 10:29:20,18.9,990.0,43.2
1079,2020/02/29 - 10:29:25,18.8,990.0,43.3
1080,2020/02/29 - 10:29:30,18.8,990.0,43.3
1081,2020/02/29 - 10:29:35,18.8,990.0,43.4
1082,2020/02/29 - 10:29:40,18.8,990.0,43.3
1083,2020/02/29 - 10:29:45,18.8,990.0,43.3
1084,2020/02/29 - 10:29:50,18.8,990.0,43.3
1085,2020/02/29 - 10:29:55,18.8,990.0,43.3
1086,2020/02/29 - 10:30:00,18.7,990.0,43.4
1087,2020/02/29 - 10:30:05,18.7,990.0,43.4
1088,2020/02/29 - 10:30:10,18.7,990.0,43.5
1089,2020/02/29 - 10:30:15,18.7,990.0,43.5
1090,2020/02/29 - 10:30:20,18.7,990.0,43.5
1091,2020/02/29 - 10:30:25,18.7,990.0,43.4
1092,2020/02/29 - 10:30:30,18.7,990.0,43.5
1093,2020/02/29 - 10:30:35,18.7,990.0,43.4
1094,2020/02/29 - 10:30:40,18.7,990.0,43.4
1095,2020/02/29 - 10:30:45,18.7,990.0,43.4
1096,2020/02/29 - 10:30:50,18.7,990.0,43.4
1097,2020/02/29 - 10:30:55,18.7,990.0,43.4
1098,2020/02/29 - 10:31:00,18.7,990.0,43.5
1099,2020/02/29 - 10:31:05,18.7,990.0,43.5
1100,2020/02/29 - 10:31:10,18.6,990.0,43.5
1101,2020/02/29 - 10:31:15,18.6,990.0,43.6
1102,2020/02/29 - 10:31:20,18.6,990.0,43.6
1103,2020/02/29 - 10:31:25,18.6,990.0,43.6
1104,2020/02/29 - 10:31:30,18.7,990.0,43.6
1105,2020/02/29 - 10:31:35,18.7,990.0,43.6
1106,2020/02/29 - 10:31:40,18.7,990.0,43.6
1107,2020/02/29 - 10:31:45,18.7,990.0,43.5
1108,2020/02/29 - 10:31:50,18.7,990.0,43.5
1109,2020/02/29 - 10:31:55,18.7,990.0,43.5
1110,2020/02/29 - 10:32:00,18.7,990.0,43.5
1111,2020/02/29 - 10:32:05,18.7,990.0,43.5
1112,2020/02/29 - 10:32:10,18.7,990.0,43.5
1113,2020/02/29 - 10:32:15,18.7,990.0,43.5
1114,2020/02/29 - 10:32:20,18.7,990.0,43.5
1115,2020/02/29 - 10:32:25,18.7,990.0,43.6
1116,2020/02/29 - 10:32:30,18.7,990.0,43.6
1117,2020/02/29 - 10:32:35,18.7,990.0,43.6
1118,2020/02/29 - 10:32:40,18.7,990.0,43.6
1119,2020/02/29 - 10:32:45,18.7,990.0,43.6
1120,2020/02/29 - 10:32:50,18.7,990.0,43.6
1121,2020/02/29 - 10:32:55,18.7,990.0,43.6
1122,2020/02/29 - 10:33:00,18.6,990.0,43.6
1123,2020/02/29 - 10:33:05,18.6,990.0,43.6
1124,2020/02/29 - 10:33:10,18.6,990.0,43.6
1125,2020/02/29 - 10:33:15,18.6,990.0,43.7
1126,2020/02/29 - 10:33:20,18.6,990.0,43.7
1127,2020/02/29 - 10:33:25,18.5,990.0,43.8
1128,2020/02/29 - 10:33:30,18.5,990.0,43.8
1129,2020/02/29 - 10:33:35,18.5,990.0,43.9
1130,2020/02/29 - 10:33:40,18.5,990.0,44.0
1131,2020/02/29 - 10:33:45,18.5,990.0,44.0
1132,2020/02/29 - 10:33:50,18.5,990.0,43.9
1133,2020/02/29 - 10:33:55,18.5,990.0,43.9
1134,2020/02/29 - 10:34:00,18.5,990.0,43.9
1135,2020/02/29 - 10:34:05,18.5,990.0,44.0
1136,2020/02/29 - 10:34:10,18.5,990.0,44.0
1137,2020/02/29 - 10:34:15,18.5,990.0,44.0
1138,2020/02/29 - 10:34:20,18.5,990.0,44.0
1139,2020/02/29 - 10:34:25,18.5,990.0,44.1
1140,2020/02/29 - 10:34:30,18.5,990.0,44.1
1141,2020/02/29 - 10:34:35,18.5,990.0,44.0
1142,2020/02/29 - 10:34:40,18.5,990.0,44.0
1143,2020/02/29 - 10:34:45,18.5,990.0,44.1
1144,2020/02/29 - 10:34:50,18.5,990.0,44.0
1145,2020/02/29 - 10:34:55,18.5,990.0,44.0
1146,2020/02/29 - 10:35:00,18.5,990.0,44.0
1147,2020/02/29 - 10:35:05,18.6,990.0,44.0
1148,2020/02/29 - 10:35:10,18.6,990.0,44.0
1149,2020/02/29 - 10:35:15,18.6,990.0,44.0
1150,2020/02/29 - 10:35:20,18.5,990.0,44.0
1151,2020/02/29 - 10:35:25,18.6,990.0,44.0
1152,2020/02/29 - 10:35:30,18.6,990.0,44.0
1153,2020/02/29 - 10:35:35,18.6,990.0,44.0
1154,2020/02/29 - 10:35:40,18.6,990.0,44.0
1155,2020/02/29 - 10:35:45,18.6,990.0,43.9
1156,2020/02/29 - 10:35:50,18.5,990.0,44.0
1157,2020/02/29 - 10:35:55,18.4,990.0,44.2
1158,2020/02/29 - 10:36:00,18.3,990.0,44.5
1159,2020/02/29 - 10:36:05,18.4,990.0,44.8
1160,2020/02/29 - 10:36:10,18.4,990.0,44.7
1161,2020/02/29 - 10:36:15,18.4,990.0,44.5
1162,2020/02/29 - 10:36:20,18.5,990.0,44.4
1163,2020/02/29 - 10:36:25,18.5,990.0,44.4
1164,2020/02/29 - 10:36:30,18.6,990.0,44.3
1165,2020/02/29 - 10:36:35,18.6,990.0,44.2
1166,2020/02/29 - 10:36:40,18.6,990.0,44.1
1167,2020/02/29 - 10:36:45,18.6,990.0,44.1
1168,2020/02/29 - 10:36:50,18.6,990.0,44.1
1169,2020/02/29 - 10:36:55,18.6,990.0,44.0
1170,2020/02/29 - 10:37:00,18.6,990.0,44.0
1171,2020/02/29 - 10:37:05,18.6,990.0,43.9
1172,2020/02/29 - 10:37:10,18.6,990.0,43.9
1173,2020/02/29 - 10:37:15,18.6,990.0,43.9
1174,2020/02/29 - 10:37:20,18.7,990.0,43.9
1175,2020/02/29 - 10:37:25,18.7,990.0,43.8
1176,2020/02/29 - 10:37:30,18.7,990.0,43.8
1177,2020/02/29 - 10:37:35,18.7,990.0,43.8
1178,2020/02/29 - 10:37:40,18.7,990.0,43.8
1179,2020/02/29 - 10:37:45,18.8,990.0,43.7
1180,2020/02/29 - 10:37:50,18.8,990.0,43.6
1181,2020/02/29 - 10:37:55,18.8,990.0,43.6
1182,2020/02/29 - 10:38:00,18.8,990.0,43.6
1183,2020/02/29 - 10:38:05,18.8,990.0,43.6
1184,2020/02/29 - 10:38:10,18.8,990.0,43.6
1185,2020/02/29 - 10:38:15,18.8,990.0,43.6
1186,2020/02/29 - 10:38:20,18.8,990.0,43.6
1187,2020/02/29 - 10:38:25,18.8,990.0,43.6
1188,2020/02/29 - 10:38:30,18.8,990.0,43.6
1189,2020/02/29 - 10:38:35,18.8,990.0,43.6
1190,2020/02/29 - 10:38:40,18.8,990.0,43.6
1191,2020/02/29 - 10:38:45,18.8,990.0,43.5
1192,2020/02/29 - 10:38:50,18.8,990.0,43.5
1193,2020/02/29 - 10:38:55,18.8,990.0,43.5
1194,2020/02/29 - 10:39:00,18.8,990.0,43.5
1195,2020/02/29 - 10:39:05,18.8,990.0,43.5
1196,2020/02/29 - 10:39:10,18.8,990.0,43.5
1197,2020/02/29 - 10:39:15,18.8,990.0,43.5
1198,2020/02/29 - 10:39:20,18.8,990.0,43.5
1199,2020/02/29 - 10:39:25,18.8,990.0,43.5
1200,2020/02/29 - 10:39:30,18.8,990.0,43.5
1201,2020/02/29 - 10:39:35,18.8,990.0,43.5
1202,2020/02/29 - 10:39:40,18.8,990.0,43.6
1203,2020/02/29 - 10:39:45,18.8,990.0,43.6
1204,2020/02/29 - 10:39:50,18.8,990.0,43.7
1205,2020/02/29 - 10:39:55,18.8,990.0,43.7
1206,2020/02/29 - 10:40:00,18.8,990.0,43.7
1207,2020/02/29 - 10:40:05,18.8,990.0,43.6
1208,2020/02/29 - 10:40:10,18.8,990.0,43.7
1209,2020/02/29 - 10:40:15,18.8,990.0,43.7
1210,2020/02/29 - 10:40:20,18.8,990.0,43.8
1211,2020/02/29 - 10:40:25,18.8,990.0,43.8
1212,2020/02/29 - 10:40:30,18.8,990.0,43.7
1213,2020/02/29 - 10:40:35,18.8,990.0,43.7
1214,2020/02/29 - 10:40:40,18.8,990.0,43.7
1215,2020/02/29 - 10:40:45,18.8,990.0,43.7
1216,2020/02/29 - 10:40:50,18.8,990.0,43.7
1217,2020/02/29 - 10:40:55,18.8,990.0,43.7
1218,2020/02/29 - 10:41:00,18.7,990.0,43.8
1219,2020/02/29 - 10:41:05,18.7,990.0,43.8
1220,2020/02/29 - 10:41:10,18.7,990.0,43.8
1221,2020/02/29 - 10:41:15,18.7,990.0,43.8
1222,2020/02/29 - 10:41:20,18.7,990.0,43.8
1223,2020/02/29 - 10:41:25,18.7,990.0,43.9
1224,2020/02/29 - 10:41:30,18.7,990.0,43.9
1225,2020/02/29 - 10:41:35,18.7,990.0,43.9
1226,2020/02/29 - 10:41:40,18.7,990.0,44.0
1227,2020/02/29 - 10:41:45,18.7,990.0,43.9
1228,2020/02/29 - 10:41:50,18.7,990.0,43.9
1229,2020/02/29 - 10:41:55,18.7,990.0,43.9
1230,2020/02/29 - 10:42:00,18.6,990.0,43.9
1231,2020/02/29 - 10:42:05,18.6,990.0,44.0
1232,2020/02/29 - 10:42:10,18.5,990.0,44.2
1233,2020/02/29 - 10:42:15,18.3,990.0,44.6
1234,2020/02/29 - 10:42:20,18.3,990.0,44.7
1235,2020/02/29 - 10:42:25,18.4,990.0,44.7
1236,2020/02/29 - 10:42:30,18.4,990.0,44.7
1237,2020/02/29 - 10:42:35,18.4,990.0,44.7
1238,2020/02/29 - 10:42:40,18.4,990.0,44.7
1239,2020/02/29 - 10:42:45,18.5,990.0,44.6
1240,2020/02/29 - 10:42:50,18.5,990.0,44.6
1241,2020/02/29 - 10:42:55,18.5,990.0,44.6
1242,2020/02/29 - 10:43:00,18.5,990.0,44.5
1243,2020/02/29 - 10:43:05,18.5,990.0,44.5
1244,2020/02/29 - 10:43:10,18.5,990.0,44.5
1245,2020/02/29 - 10:43:15,18.5,990.0,44.5
1246,2020/02/29 - 10:43:20,18.5,990.0,44.5
1247,2020/02/29 - 10:43:25,18.5,990.0,44.5
1248,2020/02/29 - 10:43:30,18.5,990.0,44.5
1249,2020/02/29 - 10:43:35,18.5,990.0,44.5
1250,2020/02/29 - 10:43:40,18.5,990.0,44.4
1251,2020/02/29 - 10:43:45,18.5,990.0,44.4
1252,2020/02/29 - 10:43:50,18.5,990.0,44.5
1253,2020/02/29 - 10:43:55,18.5,990.0,44.4
1254,2020/02/29 - 10:44:00,18.5,990.0,44.4
1255,2020/02/29 - 10:44:05,18.4,990.0,44.5
1256,2020/02/29 - 10:44:10,18.5,990.0,44.5
1257,2020/02/29 - 10:44:15,18.5,990.0,44.5
1258,2020/02/29 - 10:44:20,18.5,990.0,44.5
1259,2020/02/29 - 10:44:25,18.5,990.0,44.4
1260,2020/02/29 - 10:44:30,18.5,990.0,44.5
1261,2020/02/29 - 10:44:35,18.5,990.0,44.4
1262,2020/02/29 - 10:44:40,18.4,990.0,44.5
1263,2020/02/29 - 10:44:45,18.4,990.0,44.5
1264,2020/02/29 - 10:44:50,18.4,990.0,44.6
1265,2020/02/29 - 10:44:55,18.4,990.0,44.6
1266,2020/02/29 - 10:45:00,18.4,990.0,44.6
1267,2020/02/29 - 10:45:05,18.4,990.0,44.7
1268,2020/02/29 - 10:45:10,18.4,990.0,44.7
1269,2020/02/29 - 10:45:15,18.4,990.0,44.7
1270,2020/02/29 - 10:45:20,18.4,990.0,44.7
1271,2020/02/29 - 10:45:25,18.4,990.0,44.6
1272,2020/02/29 - 10:45:30,18.4,990.0,44.7
1273,2020/02/29 - 10:45:35,18.4,990.0,44.7
1274,2020/02/29 - 10:45:40,18.4,990.0,44.8
1275,2020/02/29 - 10:45:45,18.4,990.0,44.7
1276,2020/02/29 - 10:45:50,18.4,990.0,44.7
1277,2020/02/29 - 10:45:55,18.4,990.0,44.7
1278,2020/02/29 - 10:46:00,18.4,990.0,44.7
1279,2020/02/29 - 10:46:05,18.4,990.0,44.7
1280,2020/02/29 - 10:46:10,18.4,990.0,44.7
1281,2020/02/29 - 10:46:15,18.4,990.0,44.6
1282,2020/02/29 - 10:46:20,18.4,990.0,44.6
1283,2020/02/29 - 10:46:25,18.4,990.0,44.6
1284,2020/02/29 - 10:46:30,18.5,990.0,44.6
1285,2020/02/29 - 10:46:35,18.5,990.0,44.6
1286,2020/02/29 - 10:46:40,18.5,990.0,44.5
1287,2020/02/29 - 10:46:45,18.6,990.0,44.5
1288,2020/02/29 - 10:46:50,18.6,990.0,44.5
1289,2020/02/29 - 10:46:55,18.6,990.0,44.4
1290,2020/02/29 - 10:47:00,18.6,990.0,44.4
1291,2020/02/29 - 10:47:05,18.6,990.0,44.5
1292,2020/02/29 - 10:47:10,18.6,990.0,44.4
1293,2020/02/29 - 10:47:15,18.6,990.0,44.3
1294,2020/02/29 - 10:47:20,18.6,990.0,44.3
1295,2020/02/29 - 10:47:25,18.6,990.0,44.2
1296,2020/02/29 - 10:47:30,18.6,990.0,44.3
1297,2020/02/29 - 10:47:35,18.6,990.0,44.3
1298,2020/02/29 - 10:47:40,18.6,990.0,44.3
1299,2020/02/29 - 10:47:45,18.6,990.0,44.3
1300,2020/02/29 - 10:47:50,18.6,990.0,44.3
1301,2020/02/29 - 10:47:55,18.6,990.0,44.4
1302,2020/02/29 - 10:48:00,18.6,990.0,44.4
1303,2020/02/29 - 10:48:05,18.6,990.0,44.3
1304,2020/02/29 - 10:48:10,18.6,990.0,44.3
1305,2020/02/29 - 10:48:15,18.6,990.0,44.3
1306,2020/02/29 - 10:48:20,18.6,990.0,44.3
1307,2020/02/29 - 10:48:25,18.5,990.0,44.4
1308,2020/02/29 - 10:48:30,18.6,990.0,44.4
1309,2020/02/29 - 10:48:35,18.6,990.0,44.4
1310,2020/02/29 - 10:48:40,18.6,990.0,44.4
1311,2020/02/29 - 10:48:45,18.5,990.0,44.4
1312,2020/02/29 - 10:48:50,18.5,990.0,44.5
1313,2020/02/29 - 10:48:55,18.6,990.0,44.4
1314,2020/02/29 - 10:49:00,18.5,990.0,44.4
1315,2020/02/29 - 10:49:05,18.6,990.0,44.4
1316,2020/02/29 - 10:49:10,18.6,990.0,44.4
1317,2020/02/29 - 10:49:15,18.6,990.0,44.4
1318,2020/02/29 - 10:49:20,18.6,990.0,44.4
1319,2020/02/29 - 10:49:25,18.6,990.0,44.4
1320,2020/02/29 - 10:49:30,18.6,990.0,44.4
1321,2020/02/29 - 10:49:35,18.6,990.0,44.4
1322,2020/02/29 - 10:49:40,18.6,990.0,44.4
1323,2020/02/29 - 10:49:45,18.6,990.0,44.4
1324,2020/02/29 - 10:49:50,18.6,990.0,44.4
1325,2020/02/29 - 10:49:55,18.6,990.0,44.4
1326,2020/02/29 - 10:50:00,18.6,990.0,44.4
1327,2020/02/29 - 10:50:05,18.6,990.0,44.3
1328,2020/02/29 - 10:50:10,18.7,990.0,44.3
1329,2020/02/29 - 10:50:15,18.7,990.0,44.2
1330,2020/02/29 - 10:50:20,18.7,990.0,44.2
1331,2020/02/29 - 10:50:25,18.7,990.0,44.3
1332,2020/02/29 - 10:50:30,18.6,990.0,44.4
1333,2020/02/29 - 10:50:35,18.6,990.0,44.4
1334,2020/02/29 - 10:50:40,18.7,990.0,44.4
1335,2020/02/29 - 10:50:45,18.7,990.0,44.3
1336,2020/02/29 - 10:50:50,18.7,990.0,44.3
1337,2020/02/29 - 10:50:55,18.7,990.0,44.3
1338,2020/02/29 - 10:51:00,18.7,990.0,44.3
1339,2020/02/29 - 10:51:05,18.8,990.0,44.2
1340,2020/02/29 - 10:51:10,18.8,990.0,44.2
1341,2020/02/29 - 10:51:15,18.8,990.0,44.2
1342,2020/02/29 - 10:51:20,18.7,990.0,44.3
1343,2020/02/29 - 10:51:25,18.6,990.0,44.4
1344,2020/02/29 - 10:51:30,18.6,990.0,44.5
1345,2020/02/29 - 10:51:35,18.6,990.0,44.4
1346,2020/02/29 - 10:51:40,18.6,990.0,44.4
1347,2020/02/29 - 10:51:45,18.6,990.0,44.4
1348,2020/02/29 - 10:51:50,18.6,990.0,44.5
1349,2020/02/29 - 10:51:55,18.6,990.0,44.6
1350,2020/02/29 - 10:52:00,18.6,990.0,44.6
1351,2020/02/29 - 10:52:05,18.6,990.0,44.6
1352,2020/02/29 - 10:52:10,18.6,990.0,44.6
1353,2020/02/29 - 10:52:15,18.6,990.0,44.6
1354,2020/02/29 - 10:52:20,18.6,990.0,44.7
1355,2020/02/29 - 10:52:25,18.6,990.0,44.6
1356,2020/02/29 - 10:52:30,18.6,990.0,44.6
1357,2020/02/29 - 10:52:35,18.6,990.0,44.6
1358,2020/02/29 - 10:52:40,18.6,990.0,44.6
1359,2020/02/29 - 10:52:45,18.6,990.0,44.6
1360,2020/02/29 - 10:52:50,18.6,990.0,44.5
1361,2020/02/29 - 10:52:55,18.6,990.0,44.6
1362,2020/02/29 - 10:53:00,18.6,990.0,44.6
1363,2020/02/29 - 10:53:05,18.6,990.0,44.5
1364,2020/02/29 - 10:53:10,18.6,990.0,44.6
1365,2020/02/29 - 10:53:15,18.6,990.0,44.6
1366,2020/02/29 - 10:53:20,18.6,990.0,44.6
1367,2020/02/29 - 10:53:25,18.6,990.0,44.6
1368,2020/02/29 - 10:53:30,18.6,990.0,44.6
1369,2020/02/29 - 10:53:35,18.6,990.0,44.6
1370,2020/02/29 - 10:53:40,18.6,990.0,44.6
1371,2020/02/29 - 10:53:45,18.6,990.0,44.5
1372,2020/02/29 - 10:53:50,18.6,990.0,44.6
1373,2020/02/29 - 10:53:55,18.6,990.0,44.5
1374,2020/02/29 - 10:54:00,18.6,990.0,44.5
1375,2020/02/29 - 10:54:05,18.6,990.0,44.5
1376,2020/02/29 - 10:54:10,18.6,990.0,44.5
1377,2020/02/29 - 10:54:15,18.6,990.0,44.6
1378,2020/02/29 - 10:54:20,18.6,990.0,44.5
1379,2020/02/29 - 10:54:25,18.6,990.0,44.5
1380,2020/02/29 - 10:54:30,18.6,990.0,44.5
1381,2020/02/29 - 10:54:35,18.6,990.0,44.5
1382,2020/02/29 - 10:54:40,18.6,990.0,44.5
1383,2020/02/29 - 10:54:45,18.6,990.0,44.4
1384,2020/02/29 - 10:54:50,18.6,990.0,44.5
1385,2020/02/29 - 10:54:55,18.6,990.0,44.4
1386,2020/02/29 - 10:55:00,18.7,990.0,44.4
1387,2020/02/29 - 10:55:05,18.6,990.0,44.4
1388,2020/02/29 - 10:55:10,18.6,990.0,44.4
1389,2020/02/29 - 10:55:15,18.6,990.0,44.5
1390,2020/02/29 - 10:55:20,18.7,990.0,44.5
1391,2020/02/29 - 10:55:25,18.7,990.0,44.4
1392,2020/02/29 - 10:55:30,18.7,990.0,44.4
1393,2020/02/29 - 10:55:35,18.8,990.0,44.3
1394,2020/02/29 - 10:55:40,18.7,990.0,44.3
1395,2020/02/29 - 10:55:45,18.8,990.0,44.4
1396,2020/02/29 - 10:55:50,18.7,990.0,44.5
1397,2020/02/29 - 10:55:55,18.8,990.0,44.4
1398,2020/02/29 - 10:56:00,18.7,990.0,44.4
1399,2020/02/29 - 10:56:05,18.7,990.0,44.4
1400,2020/02/29 - 10:56:10,18.8,990.0,44.4
1401,2020/02/29 - 10:56:15,18.8,990.0,44.4
1402,2020/02/29 - 10:56:20,18.7,990.0,44.4
1403,2020/02/29 - 10:56:25,18.7,990.0,44.5
1404,2020/02/29 - 10:56:30,18.7,990.0,44.4
1405,2020/02/29 - 10:56:35,18.7,990.0,44.5
1406,2020/02/29 - 10:56:40,18.7,990.0,44.5
1407,2020/02/29 - 10:56:45,18.7,990.0,44.5
1408,2020/02/29 - 10:56:50,18.7,990.0,44.4
1409,2020/02/29 - 10:56:55,18.7,990.0,44.4
1410,2020/02/29 - 10:57:00,18.8,990.0,44.4
1411,2020/02/29 - 10:57:05,18.8,990.0,44.3
1412,2020/02/29 - 10:57:10,18.8,990.0,44.3
1413,2020/02/29 - 10:57:15,18.8,990.0,44.2
1414,2020/02/29 - 10:57:20,18.8,990.0,44.2
1415,2020/02/29 - 10:57:25,18.9,990.0,44.2
1416,2020/02/29 - 10:57:30,18.9,990.0,44.2
1417,2020/02/29 - 10:57:35,18.9,990.0,44.2
1418,2020/02/29 - 10:57:40,18.9,990.0,44.2
1419,2020/02/29 - 10:57:45,18.9,990.0,44.2
1420,2020/02/29 - 10:57:50,18.9,990.0,44.2
1421,2020/02/29 - 10:57:55,18.9,990.0,44.2
1422,2020/02/29 - 10:58:00,18.9,990.0,44.2
1423,2020/02/29 - 10:58:05,18.8,990.0,44.2
