,Zeit,Temperatur,Druck,Luftfeuchtigkeit
2354,2020/02/29 - 12:15:40,21.4,989.0,39.7
2355,2020/02/29 - 12:15:45,21.4,989.0,39.7
2356,2020/02/29 - 12:15:50,21.4,989.0,39.6
2357,2020/02/29 - 12:15:55,21.4,989.0,39.5
2358,2020/02/29 - 12:16:00,21.4,989.0,39.6
2359,2020/02/29 - 12:16:05,21.4,989.0,39.5
2360,2020/02/29 - 12:16:10,21.4,989.0,39.5
2361,2020/02/29 - 12:16:15,21.4,989.0,39.5
2362,2020/02/29 - 12:16:20,21.4,989.0,39.5
2363,2020/02/29 - 12:16:25,21.4,989.0,39.5
2364,2020/02/29 - 12:16:30,21.5,989.0,39.5
2365,2020/02/29 - 12:16:35,21.5,989.0,39.4
2366,2020/02/29 - 12:16:40,21.5,989.0,39.4
2367,2020/02/29 - 12:16:45,21.5,989.0,39.4
2368,2020/02/29 - 12:16:50,21.4,989.0,39.4
2369,2020/02/29 - 12:16:55,21.4,989.0,39.4
2370,2020/02/29 - 12:17:00,21.4,989.0,39.4
2371,2020/02/29 - 12:17:05,21.5,989.0,39.4
2372,2020/02/29 - 12:17:10,21.5,989.0,39.4
2373,2020/02/29 - 12:17:15,21.5,989.0,39.4
2374,2020/02/29 - 12:17:20,21.5,989.0,39.5
2375,2020/02/29 - 12:17:25,21.5,989.0,39.5
2376,2020/02/29 - 12:17:30,21.5,989.0,39.5
2377,2020/02/29 - 12:17:35,21.5,989.0,39.5
2378,2020/02/29 - 12:17:40,21.5,989.0,39.5
2379,2020/02/29 - 12:17:45,21.5,989.0,39.5
2380,2020/02/29 - 12:17:50,21.5,989.0,39.5
2381,2020/02/29 - 12:17:55,21.5,989.0,39.5
2382,2020/02/29 - 12:18:00,21.5,989.0,39.5
2383,2020/02/29 - 12:18:05,21.5,989.0,39.5
2384,2020/02/29 - 12:18:10,21.5,989.0,39.5
2385,2020/02/29 - 12:18:15,21.5,989.0,39.4
2386,2020/02/29 - 12:18:20,21.5,989.0,39.4
2387,2020/02/29 - 12:18:25,21.5,989.0,39.4
2388,2020/02/29 - 12:18:30,21.5,989.0,39.4
2389,2020/02/29 - 12:18:35,21.5,989.0,39.5
2390,2020/02/29 - 12:18:40,21.5,989.0,39.5
2391,2020/02/29 - 12:18:45,21.5,989.0,39.4
2392,2020/02/29 - 12:18:50,21.5,989.0,39.5
2393,2020/02/29 - 12:18:55,21.5,989.0,39.4
2394,2020/02/29 - 12:19:00,21.5,989.0,39.4
2395,2020/02/29 - 12:19:05,21.5,989.0,39.4
2396,2020/02/29 - 12:19:10,21.5,989.0,39.5
2397,2020/02/29 - 12:19:15,21.5,989.0,39.4
2398,2020/02/29 - 12:19:20,21.5,989.0,39.4
2399,2020/02/29 - 12:19:25,21.6,989.0,39.6
2400,2020/02/29 - 12:19:30,21.6,989.0,39.7
2401,2020/02/29 - 12:19:35,21.6,989.0,39.5
2402,2020/02/29 - 12:19:40,21.6,989.0,39.5
2403,2020/02/29 - 12:19:45,21.6,989.0,39.4
2404,2020/02/29 - 12:19:50,21.6,989.0,39.4
2405,2020/02/29 - 12:19:55,21.6,989.0,39.5
2406,2020/02/29 - 12:20:00,21.5,989.0,39.5
2407,2020/02/29 - 12:20:05,21.6,989.0,39.5
2408,2020/02/29 - 12:20:10,21.6,989.0,39.4
2409,2020/02/29 - 12:20:15,21.6,989.0,39.4
2410,2020/02/29 - 12:20:20,21.6,989.0,39.5
2411,2020/02/29 - 12:20:25,21.6,989.0,39.4
2412,2020/02/29 - 12:20:30,21.6,989.0,39.4
2413,2020/02/29 - 12:20:35,21.6,989.0,39.4
2414,2020/02/29 - 12:20:40,21.6,989.0,39.4
2415,2020/02/29 - 12:20:45,21.6,989.0,39.5
2416,2020/02/29 - 12:20:50,21.7,989.0,39.5
2417,2020/02/29 - 12:20:55,21.7,989.0,39.4
2418,2020/02/29 - 12:21:00,21.7,989.0,39.4
2419,2020/02/29 - 12:21:05,21.7,989.0,39.4
2420,2020/02/29 - 12:21:10,21.7,989.0,39.4
2421,2020/02/29 - 12:21:15,21.7,989.0,39.3
2422,2020/02/29 - 12:21:20,21.7,989.0,39.3
2423,2020/02/29 - 12:21:25,21.7,989.0,39.2
2424,2020/02/29 - 12:21:30,21.7,989.0,39.3
2425,2020/02/29 - 12:21:35,21.7,989.0,39.3
2426,2020/02/29 - 12:21:40,21.7,989.0,39.3
2427,2020/02/29 - 12:21:45,21.7,989.0,39.3
2428,2020/02/29 - 12:21:50,21.7,989.0,39.3
2429,2020/02/29 - 12:21:55,21.7,989.0,39.3
2430,2020/02/29 - 12:22:00,21.7,989.0,39.3
2431,2020/02/29 - 12:22:05,21.7,989.0,39.3
2432,2020/02/29 - 12:22:10,21.7,989.0,39.3
2433,2020/02/29 - 12:22:15,21.7,989.0,39.3
2434,2020/02/29 - 12:22:20,21.8,989.0,39.3
2435,2020/02/29 - 12:22:25,21.7,989.0,39.3
2436,2020/02/29 - 12:22:30,21.8,989.0,39.3
2437,2020/02/29 - 12:22:35,21.7,989.0,39.3
2438,2020/02/29 - 12:22:40,21.8,989.0,39.3
2439,2020/02/29 - 12:22:45,21.7,989.0,39.3
2440,2020/02/29 - 12:22:50,21.8,989.0,39.3
2441,2020/02/29 - 12:22:55,21.8,989.0,39.3
2442,2020/02/29 - 12:23:00,21.8,989.0,39.2
2443,2020/02/29 - 12:23:05,21.8,989.0,39.4
2444,2020/02/29 - 12:23:10,21.8,989.0,39.3
2445,2020/02/29 - 12:23:15,21.8,989.0,39.2
2446,2020/02/29 - 12:23:20,21.8,989.0,39.2
2447,2020/02/29 - 12:23:25,21.8,989.0,39.3
2448,2020/02/29 - 12:23:30,21.8,989.0,39.2
2449,2020/02/29 - 12:23:35,21.8,989.0,39.2
2450,2020/02/29 - 12:23:40,21.8,989.0,39.2
2451,2020/02/29 - 12:23:45,21.8,989.0,39.2
2452,2020/02/29 - 12:23:50,21.8,989.0,39.2
2453,2020/02/29 - 12:23:55,21.8,988.0,39.1
2454,2020/02/29 - 12:24:00,21.8,989.0,39.1
2455,2020/02/29 - 12:24:05,21.8,989.0,39.2
2456,2020/02/29 - 12:24:10,21.8,988.0,39.1
2457,2020/02/29 - 12:24:15,21.9,989.0,39.1
2458,2020/02/29 - 12:24:20,21.8,989.0,39.1
2459,2020/02/29 - 12:24:25,21.9,989.0,39.1
2460,2020/02/29 - 12:24:30,21.9,989.0,39.0
2461,2020/02/29 - 12:24:35,21.9,989.0,39.1
2462,2020/02/29 - 12:24:40,21.9,989.0,39.1
2463,2020/02/29 - 12:24:45,21.9,988.0,39.1
2464,2020/02/29 - 12:24:50,21.9,988.0,39.1
2465,2020/02/29 - 12:24:55,21.9,989.0,39.0
2466,2020/02/29 - 12:25:00,21.9,989.0,39.1
2467,2020/02/29 - 12:25:05,21.9,989.0,39.0
2468,2020/02/29 - 12:25:10,21.9,989.0,39.1
2469,2020/02/29 - 12:25:15,21.9,989.0,39.1
2470,2020/02/29 - 12:25:20,21.9,989.0,39.1
2471,2020/02/29 - 12:25:25,21.9,989.0,39.1
2472,2020/02/29 - 12:25:30,21.9,989.0,39.1
2473,2020/02/29 - 12:25:35,21.9,989.0,39.1
2474,2020/02/29 - 12:25:40,21.9,989.0,39.1
2475,2020/02/29 - 12:25:45,21.9,988.0,39.1
2476,2020/02/29 - 12:25:50,21.9,988.0,39.0
2477,2020/02/29 - 12:25:55,21.9,988.0,39.0
2478,2020/02/29 - 12:26:00,21.9,989.0,39.1
2479,2020/02/29 - 12:26:05,21.9,988.0,39.0
2480,2020/02/29 - 12:26:10,21.8,989.0,39.1
2481,2020/02/29 - 12:26:15,21.8,989.0,39.1
2482,2020/02/29 - 12:26:20,21.9,989.0,39.2
2483,2020/02/29 - 12:26:25,21.9,989.0,39.1
2484,2020/02/29 - 12:26:30,21.9,989.0,39.1
2485,2020/02/29 - 12:26:35,21.9,989.0,39.1
2486,2020/02/29 - 12:26:40,21.9,989.0,39.1
2487,2020/02/29 - 12:26:45,21.9,989.0,39.1
2488,2020/02/29 - 12:26:50,21.8,989.0,39.0
2489,2020/02/29 - 12:26:55,21.5,989.0,39.3
2490,2020/02/29 - 12:27:00,21.5,989.0,39.6
2491,2020/02/29 - 12:27:05,21.3,989.0,39.7
2492,2020/02/29 - 12:27:10,21.2,989.0,40.0
2493,2020/02/29 - 12:27:15,21.1,989.0,40.0
2494,2020/02/29 - 12:27:20,21.1,989.0,40.3
2495,2020/02/29 - 12:27:25,21.1,989.0,40.4
2496,2020/02/29 - 12:27:30,21.1,989.0,40.5
2497,2020/02/29 - 12:27:35,21.0,989.0,40.5
2498,2020/02/29 - 12:27:40,21.0,989.0,40.7
2499,2020/02/29 - 12:27:45,21.0,989.0,40.8
2500,2020/02/29 - 12:27:50,21.0,989.0,40.7
2501,2020/02/29 - 12:27:55,20.9,989.0,40.8
2502,2020/02/29 - 12:28:00,20.8,989.0,40.8
2503,2020/02/29 - 12:28:05,20.8,988.0,41.0
2504,2020/02/29 - 12:28:10,20.7,988.0,41.3
2505,2020/02/29 - 12:28:15,20.7,989.0,41.2
2506,2020/02/29 - 12:28:20,20.6,989.0,41.4
2507,2020/02/29 - 12:28:25,20.6,988.0,41.5
2508,2020/02/29 - 12:28:30,20.6,988.0,41.4
2509,2020/02/29 - 12:28:35,20.6,989.0,41.5
2510,2020/02/29 - 12:28:40,20.5,989.0,42.0
2511,2020/02/29 - 12:28:45,20.5,988.0,42.3
2512,2020/02/29 - 12:28:50,20.4,989.0,42.3
2513,2020/02/29 - 12:28:55,20.4,988.0,42.2
2514,2020/02/29 - 12:29:00,20.5,989.0,42.1
2515,2020/02/29 - 12:29:05,20.5,989.0,42.0
2516,2020/02/29 - 12:29:10,20.5,988.0,42.0
2517,2020/02/29 - 12:29:15,20.5,988.0,42.1
2518,2020/02/29 - 12:29:20,20.5,988.0,42.0
2519,2020/02/29 - 12:29:25,20.6,989.0,41.9
2520,2020/02/29 - 12:29:30,20.6,988.0,41.8
2521,2020/02/29 - 12:29:35,20.6,988.0,41.7
2522,2020/02/29 - 12:29:40,20.7,988.0,41.7
2523,2020/02/29 - 12:29:45,20.7,988.0,41.7
2524,2020/02/29 - 12:29:50,20.7,988.0,41.6
2525,2020/02/29 - 12:29:55,20.7,988.0,41.5
2526,2020/02/29 - 12:30:00,20.8,988.0,41.4
2527,2020/02/29 - 12:30:05,20.8,988.0,41.3
2528,2020/02/29 - 12:30:10,20.9,988.0,41.2
2529,2020/02/29 - 12:30:15,20.9,988.0,41.2
2530,2020/02/29 - 12:30:20,20.9,988.0,41.1
2531,2020/02/29 - 12:30:25,21.0,988.0,41.0
2532,2020/02/29 - 12:30:30,21.0,988.0,40.9
2533,2020/02/29 - 12:30:35,21.0,988.0,40.9
2534,2020/02/29 - 12:30:40,21.1,988.0,40.8
2535,2020/02/29 - 12:30:45,21.1,988.0,40.7
2536,2020/02/29 - 12:30:50,21.1,988.0,40.6
2537,2020/02/29 - 12:30:55,21.2,988.0,40.6
2538,2020/02/29 - 12:31:00,21.2,988.0,40.6
2539,2020/02/29 - 12:31:05,21.2,988.0,40.6
2540,2020/02/29 - 12:31:10,21.3,988.0,40.5
2541,2020/02/29 - 12:31:15,21.3,988.0,40.5
2542,2020/02/29 - 12:31:20,21.3,988.0,40.4
2543,2020/02/29 - 12:31:25,21.3,988.0,40.3
2544,2020/02/29 - 12:31:30,21.4,988.0,40.3
2545,2020/02/29 - 12:31:35,21.4,988.0,40.2
2546,2020/02/29 - 12:31:40,21.4,988.0,40.1
2547,2020/02/29 - 12:31:45,21.5,988.0,40.0
2548,2020/02/29 - 12:31:50,21.5,988.0,40.0
2549,2020/02/29 - 12:31:55,21.5,988.0,40.0
2550,2020/02/29 - 12:32:00,21.6,988.0,40.0
2551,2020/02/29 - 12:32:05,21.6,988.0,39.9
2552,2020/02/29 - 12:32:10,21.6,988.0,39.8
2553,2020/02/29 - 12:32:15,21.6,988.0,39.8
2554,2020/02/29 - 12:32:20,21.6,988.0,39.7
2555,2020/02/29 - 12:32:25,21.7,988.0,39.6
2556,2020/02/29 - 12:32:30,21.7,988.0,39.6
2557,2020/02/29 - 12:32:35,21.7,988.0,39.6
2558,2020/02/29 - 12:32:40,21.7,988.0,39.6
2559,2020/02/29 - 12:32:45,21.7,988.0,39.5
2560,2020/02/29 - 12:32:50,21.8,988.0,39.5
2561,2020/02/29 - 12:32:55,21.8,988.0,39.4
2562,2020/02/29 - 12:33:00,21.8,988.0,39.4
2563,2020/02/29 - 12:33:05,21.8,988.0,39.4
2564,2020/02/29 - 12:33:10,21.9,988.0,39.3
2565,2020/02/29 - 12:33:15,21.9,988.0,39.3
2566,2020/02/29 - 12:33:20,21.9,988.0,39.3
2567,2020/02/29 - 12:33:25,21.9,988.0,39.2
2568,2020/02/29 - 12:33:30,21.9,988.0,39.2
2569,2020/02/29 - 12:33:35,21.9,988.0,39.2
2570,2020/02/29 - 12:33:40,21.9,988.0,39.2
2571,2020/02/29 - 12:33:45,21.9,988.0,39.2
2572,2020/02/29 - 12:33:50,21.9,988.0,39.2
2573,2020/02/29 - 12:33:55,21.9,988.0,39.1
2574,2020/02/29 - 12:34:00,21.9,988.0,39.1
2575,2020/02/29 - 12:34:05,21.9,988.0,39.1
2576,2020/02/29 - 12:34:10,22.0,988.0,39.1
2577,2020/02/29 - 12:34:15,22.0,988.0,39.0
2578,2020/02/29 - 12:34:20,22.0,988.0,39.0
2579,2020/02/29 - 12:34:25,22.0,988.0,39.0
2580,2020/02/29 - 12:34:30,22.0,988.0,39.0
2581,2020/02/29 - 12:34:35,22.0,988.0,38.9
2582,2020/02/29 - 12:34:40,22.0,988.0,38.9
2583,2020/02/29 - 12:34:45,22.0,988.0,38.9
2584,2020/02/29 - 12:34:50,22.0,988.0,38.9
2585,2020/02/29 - 12:34:55,22.1,988.0,38.9
2586,2020/02/29 - 12:35:00,22.1,988.0,38.8
2587,2020/02/29 - 12:35:05,22.1,988.0,38.8
2588,2020/02/29 - 12:35:10,22.1,988.0,38.7
2589,2020/02/29 - 12:35:15,22.1,988.0,38.7
2590,2020/02/29 - 12:35:20,22.1,988.0,38.8
2591,2020/02/29 - 12:35:25,22.1,988.0,38.7
2592,2020/02/29 - 12:35:30,22.1,988.0,38.7
2593,2020/02/29 - 12:35:35,22.1,988.0,38.7
2594,2020/02/29 - 12:35:40,22.1,988.0,38.7
2595,2020/02/29 - 12:35:45,22.1,988.0,38.6
2596,2020/02/29 - 12:35:50,22.1,988.0,38.6
2597,2020/02/29 - 12:35:55,22.1,988.0,38.6
2598,2020/02/29 - 12:36:00,22.1,988.0,38.6
2599,2020/02/29 - 12:36:05,22.1,988.0,38.6
2600,2020/02/29 - 12:36:10,22.1,988.0,38.6
2601,2020/02/29 - 12:36:15,22.1,988.0,38.6
2602,2020/02/29 - 12:36:20,22.1,988.0,38.5
2603,2020/02/29 - 12:36:25,22.1,988.0,38.5
2604,2020/02/29 - 12:36:30,22.1,988.0,38.5
2605,2020/02/29 - 12:36:35,22.2,988.0,38.5
2606,2020/02/29 - 12:36:40,22.1,988.0,38.5
2607,2020/02/29 - 12:36:45,22.1,988.0,38.5
2608,2020/02/29 - 12:36:50,22.2,988.0,38.5
2609,2020/02/29 - 12:36:55,22.2,988.0,38.5
2610,2020/02/29 - 12:37:00,22.2,988.0,38.5
2611,2020/02/29 - 12:37:05,22.2,988.0,38.5
2612,2020/02/29 - 12:37:10,22.2,988.0,38.5
2613,2020/02/29 - 12:37:15,22.2,988.0,38.4
2614,2020/02/29 - 12:37:20,22.2,988.0,38.4
2615,2020/02/29 - 12:37:25,22.2,988.0,38.3
2616,2020/02/29 - 12:37:30,22.2,988.0,38.3
2617,2020/02/29 - 12:37:35,22.2,988.0,38.3
2618,2020/02/29 - 12:37:40,22.2,988.0,38.3
2619,2020/02/29 - 12:37:45,22.2,988.0,38.3
2620,2020/02/29 - 12:37:50,22.3,988.0,38.3
2621,2020/02/29 - 12:37:55,22.2,988.0,38.2
2622,2020/02/29 - 12:38:00,22.3,988.0,38.3
2623,2020/02/29 - 12:38:05,22.3,988.0,38.2
2624,2020/02/29 - 12:38:10,22.3,988.0,38.2
2625,2020/02/29 - 12:38:15,22.3,988.0,38.2
2626,2020/02/29 - 12:38:20,22.3,988.0,38.2
2627,2020/02/29 - 12:38:25,22.3,988.0,38.2
2628,2020/02/29 - 12:38:30,22.3,988.0,38.2
2629,2020/02/29 - 12:38:35,22.3,988.0,38.1
2630,2020/02/29 - 12:38:40,22.3,988.0,38.1
2631,2020/02/29 - 12:38:45,22.3,988.0,38.1
2632,2020/02/29 - 12:38:50,22.3,988.0,38.1
2633,2020/02/29 - 12:38:55,22.3,988.0,38.1
2634,2020/02/29 - 12:39:00,22.4,988.0,38.0
2635,2020/02/29 - 12:39:05,22.3,988.0,38.0
2636,2020/02/29 - 12:39:10,22.4,988.0,38.0
2637,2020/02/29 - 12:39:15,22.4,988.0,38.0
2638,2020/02/29 - 12:39:20,22.4,988.0,38.0
2639,2020/02/29 - 12:39:25,22.4,988.0,38.0
2640,2020/02/29 - 12:39:30,22.4,988.0,38.0
2641,2020/02/29 - 12:39:35,22.4,988.0,37.9
2642,2020/02/29 - 12:39:40,22.4,988.0,37.9
2643,2020/02/29 - 12:39:45,22.4,988.0,37.9
2644,2020/02/29 - 12:39:50,22.4,988.0,37.9
2645,2020/02/29 - 12:39:55,22.4,988.0,37.9
2646,2020/02/29 - 12:40:00,22.4,988.0,37.9
2647,2020/02/29 - 12:40:05,22.4,988.0,37.8
2648,2020/02/29 - 12:40:10,22.4,988.0,37.8
2649,2020/02/29 - 12:40:15,22.4,988.0,37.8
2650,2020/02/29 - 12:40:20,22.4,988.0,37.8
2651,2020/02/29 - 12:40:25,22.4,988.0,37.8
2652,2020/02/29 - 12:40:30,22.4,988.0,37.8
2653,2020/02/29 - 12:40:35,22.4,988.0,37.8
2654,2020/02/29 - 12:40:40,22.4,988.0,37.8
2655,2020/02/29 - 12:40:45,22.4,988.0,37.8
2656,2020/02/29 - 12:40:50,22.4,988.0,37.8
2657,2020/02/29 - 12:40:55,22.4,988.0,37.8
2658,2020/02/29 - 12:41:00,22.4,988.0,37.8
2659,2020/02/29 - 12:41:05,22.4,988.0,37.8
2660,2020/02/29 - 12:41:10,22.4,988.0,37.7
2661,2020/02/29 - 12:41:15,22.4,988.0,37.7
2662,2020/02/29 - 12:41:20,22.4,988.0,37.7
2663,2020/02/29 - 12:41:25,22.4,988.0,37.7
2664,2020/02/29 - 12:41:30,22.4,988.0,37.7
2665,2020/02/29 - 12:41:35,22.4,988.0,37.7
2666,2020/02/29 - 12:41:40,22.4,988.0,37.7
2667,2020/02/29 - 12:41:45,22.4,988.0,37.7
2668,2020/02/29 - 12:41:50,22.4,988.0,37.7
2669,2020/02/29 - 12:41:55,22.4,988.0,37.7
2670,2020/02/29 - 12:42:00,22.4,988.0,37.7
2671,2020/02/29 - 12:42:05,22.4,988.0,37.7
2672,2020/02/29 - 12:42:10,22.4,988.0,37.7
2673,2020/02/29 - 12:42:15,22.4,988.0,37.7
2674,2020/02/29 - 12:42:20,22.4,988.0,37.7
2675,2020/02/29 - 12:42:25,22.5,988.0,37.7
2676,2020/02/29 - 12:42:30,22.5,988.0,37.7
2677,2020/02/29 - 12:42:35,22.5,988.0,37.7
2678,2020/02/29 - 12:42:40,22.5,988.0,37.7
2679,2020/02/29 - 12:42:45,22.5,988.0,37.7
2680,2020/02/29 - 12:42:50,22.5,988.0,37.7
2681,2020/02/29 - 12:42:55,22.5,988.0,37.6
2682,2020/02/29 - 12:43:00,22.5,988.0,37.6
2683,2020/02/29 - 12:43:05,22.5,988.0,37.6
2684,2020/02/29 - 12:43:10,22.5,988.0,37.6
2685,2020/02/29 - 12:43:15,22.5,988.0,37.6
2686,2020/02/29 - 12:43:20,22.5,988.0,37.6
2687,2020/02/29 - 12:43:25,22.5,988.0,37.6
2688,2020/02/29 - 12:43:30,22.5,988.0,37.6
2689,2020/02/29 - 12:43:35,22.5,988.0,37.6
2690,2020/02/29 - 12:43:40,22.5,988.0,37.6
2691,2020/02/29 - 12:43:45,22.5,988.0,37.6
2692,2020/02/29 - 12:43:50,22.5,988.0,37.6
2693,2020/02/29 - 12:43:55,22.5,988.0,37.6
2694,2020/02/29 - 12:44:00,22.5,988.0,37.5
2695,2020/02/29 - 12:44:05,22.5,988.0,37.5
2696,2020/02/29 - 12:44:10,22.5,988.0,37.5
2697,2020/02/29 - 12:44:15,22.5,988.0,37.5
2698,2020/02/29 - 12:44:20,22.5,988.0,37.5
2699,2020/02/29 - 12:44:25,22.5,988.0,37.5
2700,2020/02/29 - 12:44:30,22.5,988.0,37.5
2701,2020/02/29 - 12:44:35,22.5,988.0,37.6
2702,2020/02/29 - 12:44:40,22.5,988.0,37.6
2703,2020/02/29 - 12:44:45,22.5,988.0,37.5
2704,2020/02/29 - 12:44:50,22.5,988.0,37.5
2705,2020/02/29 - 12:44:55,22.5,988.0,37.5
2706,2020/02/29 - 12:45:00,22.5,988.0,37.4
2707,2020/02/29 - 12:45:05,22.6,988.0,37.4
2708,2020/02/29 - 12:45:10,22.6,988.0,37.4
2709,2020/02/29 - 12:45:15,22.6,988.0,37.4
2710,2020/02/29 - 12:45:20,22.6,988.0,37.4
2711,2020/02/29 - 12:45:25,22.6,988.0,37.4
2712,2020/02/29 - 12:45:30,22.6,988.0,37.4
2713,2020/02/29 - 12:45:35,22.6,988.0,37.4
2714,2020/02/29 - 12:45:40,22.6,988.0,37.4
2715,2020/02/29 - 12:45:45,22.6,988.0,37.4
2716,2020/02/29 - 12:45:50,22.6,988.0,37.4
2717,2020/02/29 - 12:45:55,22.6,988.0,37.4
2718,2020/02/29 - 12:46:00,22.6,988.0,37.4
2719,2020/02/29 - 12:46:05,22.6,988.0,37.4
2720,2020/02/29 - 12:46:10,22.6,988.0,37.4
2721,2020/02/29 - 12:46:15,22.5,988.0,37.4
2722,2020/02/29 - 12:46:20,22.5,988.0,37.4
2723,2020/02/29 - 12:46:25,22.5,988.0,37.4
2724,2020/02/29 - 12:46:30,22.5,988.0,37.4
2725,2020/02/29 - 12:46:35,22.5,988.0,37.4
2726,2020/02/29 - 12:46:40,22.6,988.0,37.4
2727,2020/02/29 - 12:46:45,22.6,988.0,37.4
2728,2020/02/29 - 12:46:50,22.6,988.0,37.4
2729,2020/02/29 - 12:46:55,22.6,988.0,37.4
2730,2020/02/29 - 12:47:00,22.6,988.0,37.3
2731,2020/02/29 - 12:47:05,22.6,988.0,37.3
2732,2020/02/29 - 12:47:10,22.6,988.0,37.3
2733,2020/02/29 - 12:47:15,22.6,988.0,37.3
2734,2020/02/29 - 12:47:20,22.6,988.0,37.3
2735,2020/02/29 - 12:47:25,22.6,988.0,37.3
2736,2020/02/29 - 12:47:30,22.6,988.0,37.3
2737,2020/02/29 - 12:47:35,22.6,988.0,37.3
2738,2020/02/29 - 12:47:40,22.6,988.0,37.3
2739,2020/02/29 - 12:47:45,22.6,988.0,37.3
2740,2020/02/29 - 12:47:50,22.6,988.0,37.3
2741,2020/02/29 - 12:47:55,22.6,988.0,37.2
2742,2020/02/29 - 12:48:00,22.6,988.0,37.2
2743,2020/02/29 - 12:48:05,22.6,988.0,37.2
2744,2020/02/29 - 12:48:10,22.7,988.0,37.1
2745,2020/02/29 - 12:48:15,22.6,988.0,37.2
2746,2020/02/29 - 12:48:20,22.6,988.0,37.2
2747,2020/02/29 - 12:48:25,22.6,988.0,37.2
2748,2020/02/29 - 12:48:30,22.6,988.0,37.2
2749,2020/02/29 - 12:48:35,22.6,988.0,37.2
2750,2020/02/29 - 12:48:40,22.7,988.0,37.1
2751,2020/02/29 - 12:48:45,22.7,988.0,37.1
2752,2020/02/29 - 12:48:50,22.7,988.0,37.1
2753,2020/02/29 - 12:48:55,22.7,988.0,37.1
2754,2020/02/29 - 12:49:00,22.7,988.0,37.1
2755,2020/02/29 - 12:49:05,22.7,988.0,37.1
2756,2020/02/29 - 12:49:10,22.7,988.0,37.0
2757,2020/02/29 - 12:49:15,22.7,988.0,37.0
2758,2020/02/29 - 12:49:20,22.7,988.0,37.0
2759,2020/02/29 - 12:49:25,22.7,988.0,37.0
2760,2020/02/29 - 12:49:30,22.7,988.0,37.0
2761,2020/02/29 - 12:49:35,22.7,988.0,37.0
2762,2020/02/29 - 12:49:40,22.7,988.0,37.0
2763,2020/02/29 - 12:49:45,22.7,988.0,37.0
2764,2020/02/29 - 12:49:50,22.7,988.0,37.0
2765,2020/02/29 - 12:49:55,22.7,988.0,37.0
2766,2020/02/29 - 12:50:00,22.7,988.0,37.0
2767,2020/02/29 - 12:50:05,22.7,988.0,37.0
2768,2020/02/29 - 12:50:10,22.7,988.0,37.0
2769,2020/02/29 - 12:50:15,22.7,988.0,37.0
2770,2020/02/29 - 12:50:20,22.7,988.0,37.1
2771,2020/02/29 - 12:50:25,22.7,988.0,37.0
2772,2020/02/29 - 12:50:30,22.7,988.0,37.0
2773,2020/02/29 - 12:50:35,22.7,988.0,37.0
2774,2020/02/29 - 12:50:40,22.7,988.0,37.0
2775,2020/02/29 - 12:50:45,22.7,988.0,37.0
2776,2020/02/29 - 12:50:50,22.7,988.0,37.0
2777,2020/02/29 - 12:50:55,22.7,988.0,37.0
2778,2020/02/29 - 12:51:00,22.7,988.0,36.9
2779,2020/02/29 - 12:51:05,22.7,988.0,36.9
2780,2020/02/29 - 12:51:10,22.7,988.0,37.0
2781,2020/02/29 - 12:51:15,22.7,988.0,37.0
2782,2020/02/29 - 12:51:20,22.7,988.0,36.9
2783,2020/02/29 - 12:51:25,22.7,988.0,36.9
2784,2020/02/29 - 12:51:30,22.7,988.0,36.9
2785,2020/02/29 - 12:51:35,22.7,988.0,36.9
2786,2020/02/29 - 12:51:40,22.7,988.0,36.9
2787,2020/02/29 - 12:51:45,22.7,988.0,36.9
2788,2020/02/29 - 12:51:50,22.7,988.0,36.9
2789,2020/02/29 - 12:51:55,22.7,988.0,36.9
2790,2020/02/29 - 12:52:00,22.7,988.0,36.9
2791,2020/02/29 - 12:52:05,22.7,988.0,36.8
2792,2020/02/29 - 12:52:10,22.7,988.0,36.8
2793,2020/02/29 - 12:52:15,22.7,988.0,36.9
2794,2020/02/29 - 12:52:20,22.7,988.0,36.9
2795,2020/02/29 - 12:52:25,22.8,988.0,36.8
2796,2020/02/29 - 12:52:30,22.7,988.0,36.8
2797,2020/02/29 - 12:52:35,22.7,988.0,36.8
2798,2020/02/29 - 12:52:40,22.7,988.0,36.8
2799,2020/02/29 - 12:52:45,22.7,988.0,36.8
2800,2020/02/29 - 12:52:50,22.7,988.0,36.8
2801,2020/02/29 - 12:52:55,22.7,988.0,36.9
2802,2020/02/29 - 12:53:00,22.7,988.0,36.8
2803,2020/02/29 - 12:53:05,22.7,988.0,36.8
2804,2020/02/29 - 12:53:10,22.7,988.0,36.8
2805,2020/02/29 - 12:53:15,22.7,988.0,36.8
2806,2020/02/29 - 12:53:20,22.7,988.0,36.8
2807,2020/02/29 - 12:53:25,22.7,988.0,36.8
2808,2020/02/29 - 12:53:30,22.8,988.0,36.7
2809,2020/02/29 - 12:53:35,22.8,988.0,36.8
2810,2020/02/29 - 12:53:40,22.8,988.0,36.8
2811,2020/02/29 - 12:53:45,22.8,988.0,36.8
2812,2020/02/29 - 12:53:50,22.8,988.0,36.7
2813,2020/02/29 - 12:53:55,22.8,988.0,36.7
2814,2020/02/29 - 12:54:00,22.8,988.0,36.7
2815,2020/02/29 - 12:54:05,22.8,988.0,36.7
2816,2020/02/29 - 12:54:10,22.8,988.0,36.7
2817,2020/02/29 - 12:54:15,22.8,988.0,36.7
2818,2020/02/29 - 12:54:20,22.8,988.0,36.7
